351 2011-11-05 22:00:00 7 
352 2011-11-05 23:00:00 1 
353 2011-11-06 23:00:00 2 
354 2011-11-07 00:00:00 13 
355 2011-11-07 01:00:00 9 
356 2011-11-07 02:00:00 7 
357 2011-11-07 03:00:00 9 
358 2011-11-07 04:00:00 12 
359 2011-11-07 05:00:00 13 
360 2011-11-07 06:00:00 13 
361 2011-11-07 10:00:00 11 
362 2011-11-07 11:00:00 17 
363 2011-11-07 12:00:00 10 
364 2011-11-07 13:00:00 15 
365 2011-11-07 14:00:00 16 
366 2011-11-07 15:00:00 15 
367 2011-11-07 16:00:00 14 
368 2011-11-07 17:00:00 14 
369 2011-11-07 18:00:00 9 
370 2011-11-07 19:00:00 7 
371 2011-11-07 20:00:00 8 
372 2011-11-07 21:00:00 8 
373 2011-11-07 22:00:00 9 
374 2011-11-08 00:00:00 10 
375 2011-11-08 01:00:00 6 
376 2011-11-08 02:00:00 13 
377 2011-11-08 03:00:00 8 
378 2011-11-08 04:00:00 9 
379 2011-11-08 05:00:00 11 
380 2011-11-08 06:00:00 8 
381 2011-11-08 07:00:00 7 
382 2011-11-08 08:00:00 6 
383 2011-11-08 09:00:00 16 
384 2011-11-08 10:00:00 8 
385 2011-11-08 11:00:00 8 
386 2011-11-08 12:00:00 9 
387 2011-11-08 13:00:00 10 
388 2011-11-08 14:00:00 10 
389 2011-11-08 15:00:00 7 
390 2011-11-08 16:00:00 6 
391 2011-11-08 17:00:00 6 
392 2011-11-08 18:00:00 6 
393 2011-11-08 19:00:00 6 
394 2011-11-08 20:00:00 10 
395 2011-11-08 21:00:00 7 
396 2011-11-08 22:00:00 6 
397 2011-11-09 00:00:00 7 
398 2011-11-09 01:00:00 6 
399 2011-11-09 02:00:00 9 
400 2011-11-09 03:00:00 10 
401 2011-11-09 04:00:00 8 
402 2011-11-09 05:00:00 12 
403 2011-11-09 06:00:00 12 
404 2011-11-09 07:00:00 10 
405 2011-11-09 08:00:00 12 
406 2011-11-09 09:00:00 15 
407 2011-11-09 10:00:00 11 
408 2011-11-09 11:00:00 21 
409 2011-11-09 12:00:00 6 
410 2011-11-09 13:00:00 7 
411 2011-11-09 14:00:00 9 
412 2011-11-09 15:00:00 6 
413 2011-11-09 16:00:00 7 
414 2011-11-09 17:00:00 7 
415 2011-11-09 18:00:00 6 
416 2011-11-09 19:00:00 7 
417 2011-11-09 20:00:00 7 
418 2011-11-09 21:00:00 7 
419 2011-11-09 22:00:00 10 
420 2011-11-10 00:00:00 7 
421 2011-11-10 01:00:00 9 
422 2011-11-10 02:00:00 8 
423 2011-11-10 03:00:00 6 
424 2011-11-10 04:00:00 6 
425 2011-11-10 05:00:00 3 
426 2011-11-10 06:00:00 9 
427 2011-11-10 07:00:00 7 
428 2011-11-10 08:00:00 7 
429 2011-11-10 09:00:00 6 
430 2011-11-10 10:00:00 9 
431 2011-11-10 11:00:00 11 
432 2011-11-10 12:00:00 13 
433 2011-11-10 13:00:00 7 
434 2011-11-10 14:00:00 7 
435 2011-11-10 15:00:00 7 
436 2011-11-10 16:00:00 6 
437 2011-11-10 17:00:00 6 
438 2011-11-10 18:00:00 6 
439 2011-11-10 19:00:00 8 
440 2011-11-10 20:00:00 9 
441 2011-11-10 21:00:00 9 
442 2011-11-10 22:00:00 12 
443 2011-11-10 23:00:00 2 
